nonce	nonce_disc	syl_struc	n_neighbours
bupof	bupof	bvcvc	0
búcity	bUciK	bvcvc	0
bőcsecs	bWTeT	bvcvc	0
bovóp	bovOp	bvcvc	0
batódzs	batOD	bvcvc	0
bépázs	bEpAZ	bvcvc	0
bőpív	bWpIv	bvcvc	0
bádzőz	bAdzWz	bvcvc	0
bemón	bemOn	bvcvc	0
búdük	bUdyk	bvcvc	0
bényádz	bENAdz	bvcvc	0
bepús	bepUS	bvcvc	0
bőmej	bWmej	bvcvc	0
bicsász	biTAs	bvcvc	0
batyóm	baKOm	bvcvc	0
bívödz	bIvwdz	bvcvc	0
bádzsös	bADwS	bvcvc	0
besűsz	beSYs	bvcvc	0
bígodzs	bIgoD	bvcvc	0
begúdzs	begUD	bvcvc	0
bóhál	bOhAl	bvcvc	0
böfózs	bwfOZ	bvcvc	0
bősüs	bWSyS	bvcvc	0
bűcsam	bYTam	bvcvc	0
burísz	burIs	bvcvc	0
bűnyed	bYNed	bvcvc	0
bózép	bOzEp	bvcvc	0
bedzal	bedzal	bvcvc	0
bumödz	bumwdz	bvcvc	0
bűdzsom	bYDom	bvcvc	0
bihez	bihez	bvcvc	0
bódzsász	bODAs	bvcvc	0
bavűt	bavYt	bvcvc	0
bidzsóz	biDOz	bvcvc	0
bömőty	bwmWK	bvcvc	0
budzsedz	buDedz	bvcvc	0
bacsid	baTid	bvcvc	0
bifoty	bifoK	bvcvc	0
bőföp	bWfwp	bvcvc	0
böszecs	bwseT	bvcvc	0
bahezs	baheZ	bvcvc	0
búrüf	bUryf	bvcvc	0
bücány	bycAN	bvcvc	0
bezsücs	beZyT	bvcvc	0
bazsas	baZaS	bvcvc	0
bázséz	bAZEz	bvcvc	0
böcsur	bwTur	bvcvc	0
biszév	bisEv	bvcvc	0
bönüm	bwNm	bvcvc	0
bumizs	bumiZ	bvcvc	0
buríc	burIc	bvcvc	0
bíjöv	bIjwv	bvcvc	0
büginy	bygiN	bvcvc	0
bíkép	bIkEp	bvcvc	0
bőkój	bWkOj	bvcvc	0
bucűd	bucYd	bvcvc	0
bözsív	bwZIv	bvcvc	0
büpeny	bypeN	bvcvc	0
bimüs	bimyS	bvcvc	0
búnyisz	bUNis	bvcvc	0
böméz	bwmEz	bvcvc	0
besod	beSod	bvcvc	0
bízsüp	bIZyp	bvcvc	0
bicén	bicEn	bvcvc	0
bönyüf	bwNyf	bvcvc	0
bűnoj	bYnoj	bvcvc	0
büvúh	byvUh	bvcvc	0
bűszís	bYsIS	bvcvc	0
bügűz	bygYz	bvcvc	0
bínyőg	bINWg	bvcvc	0
beráty	berAK	bvcvc	0
bótyodz	bOKodz	bvcvc	0
bórózs	bOrOZ	bvcvc	0
bődzíf	bWdzIf	bvcvc	0
bázsüm	bAZym	bvcvc	0
bézuh	bEzuh	bvcvc	0
bocsedz	boTedz	bvcvc	0
bócsösz	bOTws	bvcvc	0
bühöp	byhwp	bvcvc	0
bórádz	bOrAdz	bvcvc	0
bászaj	bAsaj	bvcvc	0
búlós	bUlOS	bvcvc	0
bisiv	biSiv	bvcvc	0
bákun	bAkun	bvcvc	0
bünüp	byNp	bvcvc	0
begof	begof	bvcvc	0
bísídz	bISIdz	bvcvc	0
bőcséh	bWTEh	bvcvc	0
bűnól	bYnOl	bvcvc	0
bűdzsiz	bYDiz	bvcvc	0
bésusz	bESus	bvcvc	0
bodzsöl	boDwl	bvcvc	0
bánéh	bAnEh	bvcvc	0
bimuny	bimuN	bvcvc	0
bócén	bOcEn	bvcvc	0
bönőny	bwnWN	bvcvc	0
bunyídz	buNIdz	bvcvc	0
bőjám	bWjAm	bvcvc	0
bősedzs	bWSeD	bvcvc	0
bétyűzs	bEKYZ	bvcvc	0
benícs	benIT	bvcvc	0
bíhíj	bIhIj	bvcvc	0
bényög	bENwg	bvcvc	0
birőp	birWp	bvcvc	0
bilűd	bilYd	bvcvc	0
bücsóh	byTOh	bvcvc	0
búdzsüt	bUDyt	bvcvc	0
bödzőp	bwdzWp	bvcvc	0
bösoh	bwSoh	bvcvc	0
budzóny	budzON	bvcvc	0
bődzsak	bWDak	bvcvc	0
büszász	bysAs	bvcvc	0
bászűcs	bAsYT	bvcvc	0
bótyül	bOKyl	bvcvc	0
bűcah	bYcah	bvcvc	0
bolödz	bolwdz	bvcvc	0
bözil	bwzil	bvcvc	0
batöp	batwp	bvcvc	0
bonyar	boNar	bvcvc	0
bügodz	bygodz	bvcvc	0
böfón	bwfOn	bvcvc	0
bőcöf	bWcwf	bvcvc	0
bűjőn	bYjWn	bvcvc	0
bésút	bESUt	bvcvc	0
bőfűh	bWfYh	bvcvc	0
bízsüny	bIZyN	bvcvc	0
bödzán	bwdzAn	bvcvc	0
benyúz	beNUz	bvcvc	0
bűpúm	bYpUm	bvcvc	0
bésén	bESEn	bvcvc	0
banyúk	baNUk	bvcvc	0
bahum	bahum	bvcvc	0
bűtyűt	bYKYt	bvcvc	0
búnav	bUnav	bvcvc	0
büvím	byvIm	bvcvc	0
bukop	bukop	bvcvc	0
bézizs	bEziZ	bvcvc	0
bőguf	bWguf	bvcvc	0
bezsíc	beZIc	bvcvc	0
besűp	beSYp	bvcvc	0
böjap	bwjap	bvcvc	0
bápőg	bApWg	bvcvc	0
bötyőc	bwKWc	bvcvc	0
bikec	bikec	bvcvc	0
bümef	bymef	bvcvc	0
bezösz	bezws	bvcvc	0
bícsöl	bITwl	bvcvc	0
bővéj	bWvEj	bvcvc	0
bőcsúf	bWTUf	bvcvc	0
bédzsos	bEDoS	bvcvc	0
bódzűny	bOdzYN	bvcvc	0
bácój	bAcOj	bvcvc	0
bolef	bolef	bvcvc	0
bétyőp	bEKWp	bvcvc	0
bácsín	bATIn	bvcvc	0
búhász	bUhAs	bvcvc	0
böfudzs	bwfuD	bvcvc	0
betöj	betwj	bvcvc	0
böpul	bwpul	bvcvc	0
bökór	bwkOr	bvcvc	0
bőlím	bWlIm	bvcvc	0
bárím	bArIm	bvcvc	0
bíködz	bIkwdz	bvcvc	0
bázsum	bAZum	bvcvc	0
büzsozs	byZoZ	bvcvc	0
bödzősz	bwdzWs	bvcvc	0
bülűdz	bylYdz	bvcvc	0
bihéz	bihEz	bvcvc	0
bűszüs	bYsyS	bvcvc	0
bűhév	bYhEv	bvcvc	0
bífeg	bIfeg	bvcvc	0
batyój	baKOj	bvcvc	0
bucéd	bucEd	bvcvc	0
bócsúc	bOTUc	bvcvc	0
batyoc	baKoc	bvcvc	0
bószez	bOsez	bvcvc	0
búzűf	bUzYf	bvcvc	0
búmév	bUmEv	bvcvc	0
bődáf	bWdAf	bvcvc	0
bahid	bahid	bvcvc	0
bínef	bInef	bvcvc	0
bifidz	bifidz	bvcvc	0
bulöv	bulwv	bvcvc	0
bímit	bImit	bvcvc	0
búham	bUham	bvcvc	0
búgédz	bUgEdz	bvcvc	0
bőnyík	bWNIk	bvcvc	0
böszúr	bwsUr	bvcvc	0
búsücs	bUSyT	bvcvc	0
büdéj	bydEj	bvcvc	0
bevúj	bevUj	bvcvc	0
bítidzs	bItiD	bvcvc	0
bűlűt	bYlYt	bvcvc	0
béfág	bEfAg	bvcvc	0
buszík	busIk	bvcvc	0
badzóf	badzOf	bvcvc	0
bíneh	bIneh	bvcvc	0
bűsosz	bYSos	bvcvc	0
bűdzúv	bYdzUv	bvcvc	0
bünut	bynut	bvcvc	0
badzsöcs	baDwT	bvcvc	0
bukűzs	bukYZ	bvcvc	0
bécacs	bEcaT	bvcvc	0
bánűdz	bAnYdz	bvcvc	0
bihiz	bihiz	bvcvc	0
bípúsz	bIpUs	bvcvc	0
bafid	bafid	bvcvc	0
bótyív	bOKIv	bvcvc	0
batödz	batwdz	bvcvc	0
búdzum	bUdzum	bvcvc	0
bőjúsz	bWjUs	bvcvc	0
bőkip	bWkip	bvcvc	0
buvúv	buvUv	bvcvc	0
biszadzs	bisaD	bvcvc	0
bijóh	bijOh	bvcvc	0
bicít	bicIt	bvcvc	0
bedzsűk	beDYk	bvcvc	0
búzsuv	bUZuv	bvcvc	0
bijór	bijOr	bvcvc	0
bödzsedzs	bwDeD	bvcvc	0
búpef	bUpef	bvcvc	0
bükéd	bykEd	bvcvc	0
bűlec	bYlec	bvcvc	0
bodzsódz	boDOdz	bvcvc	0
benúl	benUl	bvcvc	0
bóvücs	bOvyT	bvcvc	0
bókícs	bOkIT	bvcvc	0
behík	behIk	bvcvc	0
bátüdz	bAGdz	bvcvc	0
bocsén	boTEn	bvcvc	0
bötyec	bwKec	bvcvc	0
bícáf	bIcAf	bvcvc	0
bezíg	bezIg	bvcvc	0
bídüj	bIdyj	bvcvc	0
bénocs	bEnoT	bvcvc	0
bőpek	bWpek	bvcvc	0
báguty	bAguK	bvcvc	0
bukídzs	bukID	bvcvc	0
butösz	butws	bvcvc	0
bítyék	bIKEk	bvcvc	0
bűgím	bYgIm	bvcvc	0
bígüm	bIGm	bvcvc	0
büpöm	bypwm	bvcvc	0
búzűg	bUzYg	bvcvc	0
bészűm	bEsYm	bvcvc	0
bófőny	bOfWN	bvcvc	0
büjól	byjOl	bvcvc	0
buhek	buhek	bvcvc	0
bazőm	bazWm	bvcvc	0
bézör	bEzwr	bvcvc	0
bíhih	bIhih	bvcvc	0
bivöny	bivwN	bvcvc	0
bűtij	bYtij	bvcvc	0
busződz	busWdz	bvcvc	0
bőjém	bWjEm	bvcvc	0
bótyep	bOKep	bvcvc	0
bünűk	bynYk	bvcvc	0
bíhép	bIhEp	bvcvc	0
bécsah	bETah	bvcvc	0
bokóz	bokOz	bvcvc	0
bopóty	bopOK	bvcvc	0
bumúf	bumUf	bvcvc	0
bőpér	bWpEr	bvcvc	0
bőzsecs	bWZeT	bvcvc	0
borák	borAk	bvcvc	0
bédzuzs	bEdzuZ	bvcvc	0
bízsádzs	bIZAD	bvcvc	0
bunyár	buNAr	bvcvc	0
bójóp	bOjOp	bvcvc	0
bonah	bonah	bvcvc	0
bonyűcs	boNYT	bvcvc	0
butyóm	buKOm	bvcvc	0
bagaf	bagaf	bvcvc	0
bizsűl	biZYl	bvcvc	0
bútők	bUtWk	bvcvc	0
bálőf	bAlWf	bvcvc	0
bócőj	bOcWj	bvcvc	0
búhők	bUhWk	bvcvc	0
bölősz	bwlWs	bvcvc	0
bégöd	bEgwd	bvcvc	0
búlúk	bUlUk	bvcvc	0
bűmény	bYmEN	bvcvc	0
bóvúk	bOvUk	bvcvc	0
bídzsöny	bIDwN	bvcvc	0
bísíj	bISIj	bvcvc	0
bócúl	bOcUl	bvcvc	0
bevőg	bevWg	bvcvc	0
bigíty	bigIK	bvcvc	0
bépűs	bEpYS	bvcvc	0
búgúty	bUgUK	bvcvc	0
bőlod	bWlod	bvcvc	0
báfáty	bAfAK	bvcvc	0
binűd	binYd	bvcvc	0
bazsáj	baZAj	bvcvc	0
bulír	bulIr	bvcvc	0
bagel	bagel	bvcvc	0
bűnőty	bYnWK	bvcvc	0
bádacs	bAdaT	bvcvc	0
bűzem	bYzem	bvcvc	0
bűrúny	bYrUN	bvcvc	0
bűcul	bYcul	bvcvc	0
bigőj	bigWj	bvcvc	0
bipél	bipEl	bvcvc	0
bódzuh	bOdzuh	bvcvc	0
bölóc	bwlOc	bvcvc	0
búléj	bUlEj	bvcvc	0
büszóf	bysOf	bvcvc	0
bürat	byrat	bvcvc	0
bötyíz	bwKIz	bvcvc	0
bogűn	bogYn	bvcvc	0
bócsűdzs	bOTYD	bvcvc	0
bünyűk	byNYk	bvcvc	0
bünáp	bynAp	bvcvc	0
bőnyőc	bWNWc	bvcvc	0
bönyőcs	bwNWT	bvcvc	0
butül	buKl	bvcvc	0
bádzizs	bAdziZ	bvcvc	0
bisűk	biSYk	bvcvc	0
bőköh	bWkwh	bvcvc	0
bijöcs	bijwT	bvcvc	0
báseg	bASeg	bvcvc	0
bűszíg	bYsIg	bvcvc	0
böjég	bwjEg	bvcvc	0
bámódzs	bAmOD	bvcvc	0
búvuh	bUvuh	bvcvc	0
bőcúcs	bWcUT	bvcvc	0
böran	bwran	bvcvc	0
bípóm	bIpOm	bvcvc	0
bódzűg	bOdzYg	bvcvc	0
badzsan	baDan	bvcvc	0
böpóny	bwpON	bvcvc	0
bőzoty	bWzoK	bvcvc	0
binüt	biNt	bvcvc	0
bídán	bIdAn	bvcvc	0
bűgűny	bYgYN	bvcvc	0
beszócs	besOT	bvcvc	0
bózöt	bOzwt	bvcvc	0
bonyöp	boNwp	bvcvc	0
bőszedz	bWsedz	bvcvc	0
bühum	byhum	bvcvc	0
bókih	bOkih	bvcvc	0
bezsaf	beZaf	bvcvc	0
biféty	bifEK	bvcvc	0
bópij	bOpij	bvcvc	0
bószoc	bOsoc	bvcvc	0
bávíny	bAvIN	bvcvc	0
bádzsety	bADeK	bvcvc	0
büzsóm	byZOm	bvcvc	0
bazsőf	baZWf	bvcvc	0
bidöt	bidwt	bvcvc	0
bápaty	bApaK	bvcvc	0
bísír	bISIr	bvcvc	0
búzsuk	bUZuk	bvcvc	0
balöh	balwh	bvcvc	0
bücsesz	byTes	bvcvc	0
badzsöd	baDwd	bvcvc	0
bűpóty	bYpOK	bvcvc	0
bődzek	bWdzek	bvcvc	0
bítődzs	bItWD	bvcvc	0
betyűm	beKYm	bvcvc	0
bőpöf	bWpwf	bvcvc	0
bődzsör	bWDwr	bvcvc	0
büséh	bySEh	bvcvc	0
bózsézs	bOZEZ	bvcvc	0
bőcódzs	bWcOD	bvcvc	0
bucsőty	buTWK	bvcvc	0
búsidzs	bUSiD	bvcvc	0
bizizs	biziZ	bvcvc	0
busij	buSij	bvcvc	0
bodzov	bodzov	bvcvc	0
bőzsúcs	bWZUT	bvcvc	0
bomíd	bomId	bvcvc	0
bögőn	bwgWn	bvcvc	0
báhúr	bAhUr	bvcvc	0
bomut	bomut	bvcvc	0
bűcéty	bYcEK	bvcvc	0
bőgal	bWgal	bvcvc	0
búpéj	bUpEj	bvcvc	0
bícsíg	bITIg	bvcvc	0
bőlíh	bWlIh	bvcvc	0
búgüty	bUKK	bvcvc	0
bijőm	bijWm	bvcvc	0
bázseh	bAZeh	bvcvc	0
bedúj	bedUj	bvcvc	0
bűnűk	bYnYk	bvcvc	0
begüp	beKp	bvcvc	0
bücóm	bycOm	bvcvc	0
bívüny	bIvyN	bvcvc	0
bítyázs	bIKAZ	bvcvc	0
bűnyűdzs	bYNYD	bvcvc	0
bödzós	bwdzOS	bvcvc	0
bűtaj	bYtaj	bvcvc	0
bófáf	bOfAf	bvcvc	0
bocűn	bocYn	bvcvc	0
bízűdzs	bIzYD	bvcvc	0
bődzul	bWdzul	bvcvc	0
bízécs	bIzET	bvcvc	0
bidzóm	bidzOm	bvcvc	0
büráty	byrAK	bvcvc	0
bümár	bymAr	bvcvc	0
bizsődzs	biZWD	bvcvc	0
bíhön	bIhwn	bvcvc	0
böhój	bwhOj	bvcvc	0
bűzsóz	bYZOz	bvcvc	0
bóhósz	bOhOs	bvcvc	0
busídzs	buSID	bvcvc	0
bődedz	bWdedz	bvcvc	0
bömáj	bwmAj	bvcvc	0
böröc	bwrwc	bvcvc	0
bómis	bOmiS	bvcvc	0
bűtyum	bYKum	bvcvc	0
bőnuf	bWnuf	bvcvc	0
budéf	budEf	bvcvc	0
böfél	bwfEl	bvcvc	0
búcém	bUcEm	bvcvc	0
bévír	bEvIr	bvcvc	0
bacsüg	baTyg	bvcvc	0
bópény	bOpEN	bvcvc	0
bídúf	bIdUf	bvcvc	0
bóhódz	bOhOdz	bvcvc	0
bődzsús	bWDUS	bvcvc	0
bútyázs	bUKAZ	bvcvc	0
bügőny	bygWN	bvcvc	0
boper	boper	bvcvc	0
bísődzs	bISWD	bvcvc	0
bogék	bogEk	bvcvc	0
bálőp	bAlWp	bvcvc	0
bovóg	bovOg	bvcvc	0
bisőp	biSWp	bvcvc	0
bídzők	bIdzWk	bvcvc	0
bícüc	bIcyc	bvcvc	0
bátyéj	bAKEj	bvcvc	0
bujícs	bujIT	bvcvc	0
báhűz	bAhYz	bvcvc	0
bokíl	bokIl	bvcvc	0
buvity	buviK	bvcvc	0
bihuc	bihuc	bvcvc	0
bívoc	bIvoc	bvcvc	0
bezáty	bezAK	bvcvc	0
bözsed	bwZed	bvcvc	0
bemécs	bemET	bvcvc	0
bődud	bWdud	bvcvc	0
boradzs	boraD	bvcvc	0
boszív	bosIv	bvcvc	0
bityím	biKIm	bvcvc	0
bőlúh	bWlUh	bvcvc	0
bédún	bEdUn	bvcvc	0
búríj	bUrIj	bvcvc	0
búcsöz	bUTwz	bvcvc	0
balúc	balUc	bvcvc	0
bazőf	bazWf	bvcvc	0
börüc	bwryc	bvcvc	0
betyuzs	beKuZ	bvcvc	0
bányin	bANin	bvcvc	0
béjény	bEjEN	bvcvc	0
baszuty	basuK	bvcvc	0
búdzsov	bUDov	bvcvc	0
böfoh	bwfoh	bvcvc	0
bészűs	bEsYS	bvcvc	0
bükúh	bykUh	bvcvc	0
bűjuf	bYjuf	bvcvc	0
búpüsz	bUpys	bvcvc	0
buzőzs	buzWZ	bvcvc	0
buhév	buhEv	bvcvc	0
bisím	biSIm	bvcvc	0
bévöty	bEvwK	bvcvc	0
bőrün	bWryn	bvcvc	0
bifoc	bifoc	bvcvc	0
bojűm	bojYm	bvcvc	0
böszősz	bwsWs	bvcvc	0
béfucs	bEfuT	bvcvc	0
bovúsz	bovUs	bvcvc	0
bűnyun	bYNun	bvcvc	0
bedzsom	beDom	bvcvc	0
bánűg	bAnYg	bvcvc	0
bűkozs	bYkoZ	bvcvc	0
bácúd	bAcUd	bvcvc	0
bőneh	bWneh	bvcvc	0
bányüz	bANyz	bvcvc	0
bicíl	bicIl	bvcvc	0
bógal	bOgal	bvcvc	0
bicsös	biTwS	bvcvc	0
bífér	bIfEr	bvcvc	0
büdedz	bydedz	bvcvc	0
bíműc	bImYc	bvcvc	0
bázüzs	bAzyZ	bvcvc	0
bóhúzs	bOhUZ	bvcvc	0
bűcíp	bYcIp	bvcvc	0
böjáh	bwjAh	bvcvc	0
bonyíf	boNIf	bvcvc	0
bécom	bEcom	bvcvc	0
bóvut	bOvut	bvcvc	0
búlál	bUlAl	bvcvc	0
bunyől	buNWl	bvcvc	0
büfúp	byfUp	bvcvc	0
bépől	bEpWl	bvcvc	0
bűfúp	bYfUp	bvcvc	0
bűszöt	bYswt	bvcvc	0
bíjíny	bIjIN	bvcvc	0
bőtyüt	bWKyt	bvcvc	0
börák	bwrAk	bvcvc	0
búszór	bUsOr	bvcvc	0
budzsűr	buDYr	bvcvc	0
bőhűdz	bWhYdz	bvcvc	0
bizüc	bizyc	bvcvc	0
bícsesz	bITes	bvcvc	0
bőrüj	bWryj	bvcvc	0
böpűf	bwpYf	bvcvc	0
bílóv	bIlOv	bvcvc	0
bézödz	bEzwdz	bvcvc	0
bópász	bOpAs	bvcvc	0
bídzúp	bIdzUp	bvcvc	0
bészuj	bEsuj	bvcvc	0
buvuj	buvuj	bvcvc	0
bücós	bycOS	bvcvc	0
bésadzs	bESaD	bvcvc	0
bátyűs	bAKYS	bvcvc	0
bümad	bymad	bvcvc	0
bühül	byhyl	bvcvc	0
bógah	bOgah	bvcvc	0
bémödzs	bEmwD	bvcvc	0
bódzuny	bOdzuN	bvcvc	0
bévúty	bEvUK	bvcvc	0
bödőc	bwdWc	bvcvc	0
bönyűzs	bwNYZ	bvcvc	0
búzét	bUzEt	bvcvc	0
bopüg	bopyg	bvcvc	0
bütád	bytAd	bvcvc	0
bímuty	bImuK	bvcvc	0
bizíp	bizIp	bvcvc	0
bűdzóz	bYdzOz	bvcvc	0
bütyocs	byKoT	bvcvc	0
bípúh	bIpUh	bvcvc	0
básah	bASah	bvcvc	0
büdzsáz	byDAz	bvcvc	0
bűnyazs	bYNaZ	bvcvc	0
böral	bwral	bvcvc	0
bísűdzs	bISYD	bvcvc	0
bünyüp	byNyp	bvcvc	0
bümóm	bymOm	bvcvc	0
bűszeny	bYseN	bvcvc	0
bükedz	bykedz	bvcvc	0
bósém	bOSEm	bvcvc	0
bapüv	bapyv	bvcvc	0
bédzúcs	bEdzUT	bvcvc	0
bupűl	bupYl	bvcvc	0
bamőny	bamWN	bvcvc	0
bunif	bunif	bvcvc	0
bovuv	bovuv	bvcvc	0
bojízs	bojIZ	bvcvc	0
bihöty	bihwK	bvcvc	0
bédzsuty	bEDuK	bvcvc	0
bituf	bituf	bvcvc	0
bátáj	bAtAj	bvcvc	0
bogudz	bogudz	bvcvc	0
bínyúh	bINUh	bvcvc	0
bíféc	bIfEc	bvcvc	0
böhőt	bwhWt	bvcvc	0
bumun	bumun	bvcvc	0
bodzév	bodzEv	bvcvc	0
bőcáz	bWcAz	bvcvc	0
baszüsz	basys	bvcvc	0
bányüdzs	bANyD	bvcvc	0
búkág	bUkAg	bvcvc	0
bácev	bAcev	bvcvc	0
bácséd	bATEd	bvcvc	0
budúf	budUf	bvcvc	0
bőzsísz	bWZIs	bvcvc	0
bétőzs	bEtWZ	bvcvc	0
böcéf	bwcEf	bvcvc	0
bűtyezs	bYKeZ	bvcvc	0
bálezs	bAleZ	bvcvc	0
bóhócs	bOhOT	bvcvc	0
bácsöny	bATwN	bvcvc	0
búcadzs	bUcaD	bvcvc	0
bosar	boSar	bvcvc	0
butyov	buKov	bvcvc	0
bínyűm	bINYm	bvcvc	0
bűdzsün	bYDyn	bvcvc	0
bemúh	bemUh	bvcvc	0
bükűz	bykYz	bvcvc	0
bíjizs	bIjiZ	bvcvc	0
bókur	bOkur	bvcvc	0
bizsús	biZUS	bvcvc	0
bofúzs	bofUZ	bvcvc	0
bődzisz	bWdzis	bvcvc	0
bejúdz	bejUdz	bvcvc	0
bücéj	bycEj	bvcvc	0
bölef	bwlef	bvcvc	0
bezot	bezot	bvcvc	0
bőszök	bWswk	bvcvc	0
bócőg	bOcWg	bvcvc	0
batól	batOl	bvcvc	0
betiv	betiv	bvcvc	0
busív	buSIv	bvcvc	0
bücsón	byTOn	bvcvc	0
budzsúm	buDUm	bvcvc	0
bafús	bafUS	bvcvc	0
bötut	bwtut	bvcvc	0
bamiv	bamiv	bvcvc	0
bépöny	bEpwN	bvcvc	0
bünyüdzs	byNyD	bvcvc	0
bűhif	bYhif	bvcvc	0
bidzun	bidzun	bvcvc	0
bőkűn	bWkYn	bvcvc	0
bugucs	buguT	bvcvc	0
bögih	bwgih	bvcvc	0
bésony	bESoN	bvcvc	0
bázózs	bAzOZ	bvcvc	0
bűjec	bYjec	bvcvc	0
bízsűf	bIZYf	bvcvc	0
bűcíh	bYcIh	bvcvc	0
boleny	boleN	bvcvc	0
buzísz	buzIs	bvcvc	0
bözsűj	bwZYj	bvcvc	0
bászóg	bAsOg	bvcvc	0
bőjazs	bWjaZ	bvcvc	0
bölók	bwlOk	bvcvc	0
bűnyüj	bYNyj	bvcvc	0
bíszány	bIsAN	bvcvc	0
bókós	bOkOS	bvcvc	0
búfédz	bUfEdz	bvcvc	0
bászüf	bAsyf	bvcvc	0
becsaf	beTaf	bvcvc	0
becsíty	beTIK	bvcvc	0
bunoc	bunoc	bvcvc	0
bémezs	bEmeZ	bvcvc	0
bötyah	bwKah	bvcvc	0
búnöc	bUnwc	bvcvc	0
bízsol	bIZol	bvcvc	0
bódűz	bOdYz	bvcvc	0
büduk	byduk	bvcvc	0
bümöp	bymwp	bvcvc	0
bédzizs	bEdziZ	bvcvc	0
bórűr	bOrYr	bvcvc	0
bétúty	bEtUK	bvcvc	0
bócoz	bOcoz	bvcvc	0
bávöh	bAvwh	bvcvc	0
bútyís	bUKIS	bvcvc	0
bűcóh	bYcOh	bvcvc	0
bozuc	bozuc	bvcvc	0
bíkóz	bIkOz	bvcvc	0
bűrűr	bYrYr	bvcvc	0
bőkul	bWkul	bvcvc	0
büdúh	bydUh	bvcvc	0
botózs	botOZ	bvcvc	0
büzűd	byzYd	bvcvc	0
bőzék	bWzEk	bvcvc	0
bígis	bIgiS	bvcvc	0
bumüz	bumyz	bvcvc	0
básük	bASyk	bvcvc	0
bídzsűz	bIDYz	bvcvc	0
burüny	buryN	bvcvc	0
biszím	bisIm	bvcvc	0
bődzodzs	bWdzoD	bvcvc	0
büvöp	byvwp	bvcvc	0
bücsíd	byTId	bvcvc	0
bőnől	bWnWl	bvcvc	0
bonyöm	boNwm	bvcvc	0
bárun	bArun	bvcvc	0
bönőh	bwnWh	bvcvc	0
budzsij	buDij	bvcvc	0
béjődzs	bEjWD	bvcvc	0
bigúk	bigUk	bvcvc	0
budzsözs	buDwZ	bvcvc	0
bütyét	byKEt	bvcvc	0
bofen	bofen	bvcvc	0
bőpun	bWpun	bvcvc	0
bócep	bOcep	bvcvc	0
bőlól	bWlOl	bvcvc	0
bücuz	bycuz	bvcvc	0
bányűv	bANYv	bvcvc	0
bücsez	byTez	bvcvc	0
bűzsöd	bYZwd	bvcvc	0
butyöz	buKwz	bvcvc	0
bámiv	bAmiv	bvcvc	0
bútyezs	bUKeZ	bvcvc	0
bődzöh	bWdzwh	bvcvc	0
badzoj	badzoj	bvcvc	0
bukedz	bukedz	bvcvc	0
bujúm	bujUm	bvcvc	0
bítedz	bItedz	bvcvc	0
bidűz	bidYz	bvcvc	0
bőnám	bWnAm	bvcvc	0
bölúj	bwlUj	bvcvc	0
bedzac	bedzac	bvcvc	0
bifűv	bifYv	bvcvc	0
bágóf	bAgOf	bvcvc	0
bűsót	bYSOt	bvcvc	0
bútós	bUtOS	bvcvc	0
birör	birwr	bvcvc	0
bődzot	bWdzot	bvcvc	0
bümídzs	bymID	bvcvc	0
bigap	bigap	bvcvc	0
budzsöh	buDwh	bvcvc	0
bifazs	bifaZ	bvcvc	0
bílűs	bIlYS	bvcvc	0
bónyáty	bONAK	bvcvc	0
béfesz	bEfes	bvcvc	0
bádüs	bAdyS	bvcvc	0
bűdőj	bYdWj	bvcvc	0
bínisz	bInis	bvcvc	0
bőkoh	bWkoh	bvcvc	0
béfűr	bEfYr	bvcvc	0
bajéz	bajEz	bvcvc	0
bádőcs	bAdWT	bvcvc	0
burudz	burudz	bvcvc	0
bédzűzs	bEdzYZ	bvcvc	0
béhödz	bEhwdz	bvcvc	0
bidzsúg	biDUg	bvcvc	0
bényény	bENEN	bvcvc	0
bózsédzs	bOZED	bvcvc	0
bidzsac	biDac	bvcvc	0
botyid	boKid	bvcvc	0
bósüsz	bOSys	bvcvc	0
bomóf	bomOf	bvcvc	0
budőcs	budWT	bvcvc	0
búkéz	bUkEz	bvcvc	0
büdzsoty	byDoK	bvcvc	0
búnut	bUnut	bvcvc	0
bítisz	bItis	bvcvc	0
balűty	balYK	bvcvc	0
bűszősz	bYsWs	bvcvc	0
bödzel	bwdzel	bvcvc	0
búcsuz	bUTuz	bvcvc	0
betók	betOk	bvcvc	0
büfósz	byfOs	bvcvc	0
bícsűt	bITYt	bvcvc	0
búfac	bUfac	bvcvc	0
bedzidzs	bedziD	bvcvc	0
bősuc	bWSuc	bvcvc	0
bugús	bugUS	bvcvc	0
bekézs	bekEZ	bvcvc	0
bűpudz	bYpudz	bvcvc	0
bóviny	bOviN	bvcvc	0
bíhűdzs	bIhYD	bvcvc	0
bacöp	bacwp	bvcvc	0
búlúd	bUlUd	bvcvc	0
bamúty	bamUK	bvcvc	0
böron	bwron	bvcvc	0
buguzs	buguZ	bvcvc	0
bűpáh	bYpAh	bvcvc	0
bányuf	bANuf	bvcvc	0
bapúzs	bapUZ	bvcvc	0
bozsáv	boZAv	bvcvc	0
bepasz	bepas	bvcvc	0
bátyőf	bAKWf	bvcvc	0
bülaz	bylaz	bvcvc	0
búdzad	bUdzad	bvcvc	0
básüny	bASyN	bvcvc	0
butőcs	butWT	bvcvc	0
bölok	bwlok	bvcvc	0
böjes	bwjeS	bvcvc	0
bünyív	byNIv	bvcvc	0
